to be in high spirits/to be full of vigour,張り切る/はりきる
relative/relation,親戚/親せき/しんせき
marriage ceremony/wedding,結婚式/けっこんしき
for a moment/for a minute,暫く/姑く/暫らく/須臾/しばらく
(one's parents') home,実家/じっか
absence/being away from home,留守/留主/るす
substitute/replacement,代わり/替わり/代り/替り/かわり
moreover/furthermore,然も/而も/併も/しかも
crowded train,満員電車/まんいんでんしゃ
to get used to/to grow accustomed to,慣れる/馴れる/なれる
South Pole/the Antarctic,南極/なんきょく
to gather/to collect,集まる/集る/あつまる
child rearing/child raising,子育て/こそだて
average/medium,並/並み/なみ
congestion/crush,混雑/こんざつ
children's game in which three or more stand back-to-back in a circle and jostle,押しくらまんじゅう/押しくら饅頭/押し競饅頭/おしくら饅頭/おしくらまんじゅう
state/condition,状態/情態/じょうたい
to furnish with/to equip with,備える/具える/そなえる
to hurry/to rush,急ぐ/いそぐ
to choose/to select,選ぶ/撰ぶ/択ぶ/えらぶ
to be shut/to close,閉まる/締まる/緊まる/しまる
private car/personal car,専用車/せんようしゃ
rolling stock/railroad cars,車両/車輌/車輛/しゃりょう
to become less crowded/to thin out,空く/すく
tough/hard,きつい/きつい
to shake/to sway,揺れる/ゆれる
late,遅く/おそく
unreasonable/unnatural,無理/むり
figure/body shape,体型/体形/たいけい
impossible/unlikely,あり得ない/有り得ない/有得ない/ありえない
appetite (for food),食欲/食慾/しょくよく
article to be delivered/present,届け物/とどけもの
than/from,より/より
to turn back (e.g. half-way)/to return,戻る/もどる
local specialty or souvenir/present brought by a visitor,お土産/お土産/御土産/御土産/おみやげ
special someone/special person,大切な人/たいせつなひと
nevertheless/at any rate,それにしても/それにしても
here and there/all around,彼方此方/彼方此方/彼方此方/彼方此方/彼方此方/あちこち
worn-out/ragged,ぼろぼろ/ぼろぼろ
to get dirty/to become dirty,汚れる/よごれる
broiled sweet chestnuts,甘栗/あまぐり
passing each other/crossing paths without meeting,すれ違い/擦れ違い/すれちがい
usual/ordinary,通常/つうじょう
service/duty,勤務/きんむ
special/extraordinary,別格/べっかく
to return (something)/to restore,返す/反す/かえす
