decoration/ornament,飾り/かざり
to fall down/to drop,落ちる/堕ちる/墜ちる/落る/おちる
really/truly,全く/まったく
full of (e.g. mistakes)/riddled with,だらけ/だらけ
Star Festival (held in July or August),七夕祭り/七夕祭/たなばたまつり
godsend/windfall,棚ぼた/棚牡丹/たなぼた
side of well,井戸端/いどばた
field of flowers/flower garden,花畑/はなばたけ
festival/feast,祭り/祭/まつり
sisters,姉妹/姉妹/しまい
to pull apart/to separate,引き離す/引離す/引きはなす/ひきはなす
woman textile worker/Vega (star in the constellation Lyra),織り姫/織姫/おりひめ
that is to say/that is,詰まり/詰り/つまり
night sky,夜空/よぞら
triangle/triangular shape,三角/さんかく
paper/Paper,紙/かみ
decoration/ornament,飾り/かざり
wish/dream,願い事/願いごと/願事/ねがいごと
to hang/to suspend,ぶら下げる/ぶらさげる
hindrance/obstacle,邪魔/じゃま
long - narrow card on which Japanese poems are written (vertically)/strip of paper,短冊/短冊/短籍/短籍/短尺/短尺/たんざく
to come true (of a wish - prayer - etc.)/to be realized,叶う/適う/敵う/かなう
about medium,中位/中くらい/中位/中ぐらい/ちゅうくらい
conjecture/guess,思議/しぎ
skillful/skilful,器用/きよう
pattern/figure,模様/もよう
for now/for the time being,一先ず/一先/一まず/ひと先ず/一と先ず/ひとまず
evening/dusk,夕方/夕がた/ゆうがた
to hang/to hang up,吊るす/吊す/つるす
late at night/at a late hour,夜遅く/夜おそく/よるおそく
to lose one's way/to get lost,迷う/紕う/まよう
bride,お嫁さん/およめさん
in the first place/to begin with,抑/抑々/抑抑/抑も/そもそも
(not) particularly/(not) especially,別に/べつに
purpose/goal,目的/もくてき
obliging person/person who likes looking after others,世話好き/せわずき
man/male,男性/だんせい
